purchase,coupon,loyalty,age,months
41209.0,1,-0.454,39.7,19
32691.0,0,-1.577,33.7,19
26996.0,1,-0.42,37.9,28
35813.0,0,-1.002,38.1,28
51670.0,1,0.168,30.0,19
66840.0,1,0.364,47.5,27
55229.0,1,1.489,32.0,16
42105.0,1,-0.013,17.5,23
46171.0,0,0.101,44.8,24
37728.0,0,-0.577,37.6,26
48216.0,0,-0.024,43.1,28
34283.0,0,1.05,33.2,26
-1976.0,0,-1.926,18.3,26
45321.0,0,0.659,55.7,20
38555.0,0,-0.535,45.1,22
44663.0,0,0.074,38.0,16
48241.0,1,0.325,41.8,24
55831.0,0,0.851,52.7,24
46086.0,0,0.238,42.9,22
47586.0,1,-0.393,37.3,23
43933.0,1,0.312,39.0,22
46792.0,0,0.012,25.9,25
46359.0,1,-0.204,41.8,26
62872.0,0,0.205,38.1,24
59632.0,1,0.874,44.9,31
45429.0,0,0.138,32.7,25
52108.0,1,0.155,33.3,28
23486.0,1,-1.288,21.4,19
43653.0,0,-0.127,35.5,20
27221.0,1,-1.858,36.3,22
54578.0,0,0.72,34.2,28
40324.0,1,-0.939,50.0,25
71339.0,0,1.295,46.8,29
93074.0,0,2.993,39.5,14
50733.0,1,-0.397,29.5,24
71330.0,0,1.33,40.6,22
61335.0,1,0.404,75.5,24
49645.0,1,-0.557,35.9,30
18053.0,0,-0.841,36.9,29
45126.0,0,0.562,45.9,21
72690.0,0,1.395,29.7,23
45519.0,0,0.354,43.6,22
27641.0,1,-1.512,25.1,24
47644.0,1,-1.042,38.7,17
36094.0,1,-0.228,40.5,21
48996.0,0,1.357,40.9,16
52153.0,1,0.283,48.5,26
58671.0,1,0.327,38.9,27
65370.0,1,1.211,37.2,23
33991.0,0,-0.205,47.0,27
32608.0,0,-0.089,37.5,23
47860.0,1,-0.182,45.8,30
19029.0,0,-1.778,33.7,14
40504.0,0,0.467,40.5,16
68541.0,1,0.411,35.2,28
57504.0,0,0.975,39.2,26
28091.0,0,-1.189,34.6,22
33015.0,0,-0.816,38.2,25
47363.0,0,0.934,13.0,26
49314.0,0,0.323,50.6,31
68381.0,1,1.375,27.9,23
34000.0,1,-0.863,40.3,18
55967.0,1,0.201,29.1,25
44222.0,0,-0.676,58.4,26
69876.0,1,0.31,48.6,21
43429.0,0,-0.485,56.4,23
56470.0,0,0.536,33.8,22
65644.0,1,1.081,40.0,32
52422.0,0,0.675,48.6,22
26641.0,0,-1.808,35.0,21
53671.0,0,0.94,60.9,25
56062.0,1,0.448,47.3,24
36935.0,0,-1.043,45.5,21
39172.0,1,-0.886,38.2,32
47688.0,0,0.008,52.0,27
79964.0,1,0.574,38.9,17
42177.0,0,-0.451,25.2,23
18867.0,0,-1.623,38.8,23
55484.0,0,0.282,28.6,32
41104.0,0,0.17,39.0,27
72035.0,0,2.441,43.3,19
7949.0,0,-1.289,36.7,22
75998.0,1,2.524,36.4,21
49906.0,0,1.745,22.1,25
41291.0,1,0.303,31.8,26
70506.0,0,1.659,54.2,28
35375.0,1,0.097,27.8,32
59191.0,1,0.978,18.9,19
29740.0,0,-0.734,36.6,18
51539.0,0,0.08,52.1,20
39842.0,0,-1.015,47.3,16
35306.0,1,-1.575,39.0,35
33525.0,0,-0.272,39.6,27
14716.0,0,-0.659,35.0,23
46814.0,1,0.573,42.4,35
65804.0,0,1.271,40.8,15
48658.0,1,-0.169,37.6,32
42001.0,1,0.059,20.9,21
45500.0,1,0.188,33.4,23
14144.0,1,-1.678,31.5,20
63095.0,1,0.269,27.9,23
56347.0,1,0.011,39.8,32
40599.0,1,-0.046,39.8,22
41658.0,1,-1.1,31.1,30
32601.0,0,-1.982,44.5,13
42734.0,1,-0.25,36.2,25
48349.0,1,0.316,32.2,18
59293.0,0,1.341,45.3,23
59591.0,0,1.131,43.8,29
73793.0,1,1.455,60.5,13
52414.0,0,0.37,47.0,21
45033.0,0,1.156,42.0,20
50561.0,1,-0.206,39.6,16
56642.0,1,0.628,31.7,22
55234.0,1,0.932,21.7,21
65961.0,0,2.689,35.7,26
40013.0,1,0.243,32.2,25
13150.0,1,-1.273,39.2,29
54428.0,0,1.378,45.9,25
29844.0,1,-0.791,37.1,31
47795.0,1,-0.061,44.8,31
51065.0,0,-0.294,62.3,34
35823.0,0,-0.908,37.1,17
65191.0,0,1.335,34.9,24
52361.0,1,0.596,51.6,24
15264.0,0,-0.612,50.0,24
42565.0,0,0.069,55.0,27
50432.0,0,-0.433,30.4,14
38748.0,0,0.615,23.1,29
41981.0,1,-0.379,53.7,30
44050.0,1,-0.766,51.7,25
49022.0,0,-0.644,39.5,17
53026.0,0,-0.437,14.9,18
56256.0,0,0.289,58.3,23
46134.0,0,-0.919,54.3,23
54224.0,1,-0.089,50.3,23
51036.0,1,0.444,20.9,17
60470.0,1,2.337,40.1,14
67802.0,1,0.856,30.4,28
18050.0,1,-2.984,39.4,27
48318.0,0,-0.511,52.4,21
33077.0,0,-0.397,36.5,20
45421.0,1,0.32,27.5,22
69258.0,1,1.569,25.6,33
45786.0,0,0.742,41.7,14
27501.0,1,-2.303,28.3,26
59277.0,0,0.307,33.5,20
54425.0,0,0.108,31.3,22
53455.0,1,0.413,28.3,29
51056.0,0,1.359,29.1,21
30939.0,1,-1.091,23.4,24
53735.0,1,1.103,51.3,27
27260.0,0,-1.654,41.6,28
35456.0,1,0.051,33.6,22
63133.0,1,0.381,58.0,20
62498.0,1,2.285,38.6,30
34882.0,0,-0.702,46.7,24
24983.0,0,-1.694,39.8,21
54374.0,0,0.687,32.6,25
46279.0,0,-0.661,29.0,21
64510.0,1,1.564,32.9,25
43518.0,1,-0.708,50.9,25
19461.0,0,-0.877,29.3,30
54061.0,1,1.244,37.5,28
55552.0,1,0.085,32.0,26
60168.0,0,1.001,40.0,29
36061.0,0,-1.43,38.6,25
76908.0,1,1.651,29.3,27
56144.0,1,-0.589,41.1,27
51984.0,0,0.819,31.4,25
39917.0,1,-1.005,45.0,27
24883.0,0,-1.551,41.4,24
45044.0,1,-0.257,38.3,19
48594.0,1,0.174,40.9,33
85495.0,1,1.577,43.4,32
50440.0,1,0.35,49.2,18
55364.0,1,0.716,49.6,26
65745.0,1,0.659,49.3,22
88743.0,0,3.11,44.5,30
27347.0,0,-0.818,38.2,25
57326.0,0,1.255,43.8,25
36610.0,0,-0.149,35.6,23
41291.0,1,0.261,34.3,25
43097.0,1,-0.547,40.7,28
63121.0,0,1.162,43.7,26
27843.0,0,-1.255,29.6,23
37993.0,0,-1.322,45.3,33
35477.0,0,-0.208,40.0,27
34915.0,0,-1.158,37.6,21
44457.0,0,0.703,37.7,29
62403.0,0,0.922,39.5,26
55690.0,0,-0.753,52.9,32
65910.0,1,0.784,24.7,22
44644.0,0,-0.662,45.6,22
41958.0,1,-0.044,24.7,20
47682.0,0,0.007,44.5,16
62333.0,0,1.876,34.1,25
31394.0,0,-0.0,24.0,26
35067.0,1,-0.912,50.0,29
31952.0,0,-0.918,22.5,24
52783.0,1,1.2,30.8,18
33330.0,1,-1.669,27.6,19
4610.0,0,-0.47,35.8,23
34394.0,0,-0.38,25.0,28
2116.0,1,-2.451,42.1,20
49355.0,1,-0.469,49.9,25
47824.0,1,1.002,52.2,22
43841.0,0,0.23,50.1,19
45174.0,1,-0.901,31.7,30
43000.0,0,0.69,35.2,22
57365.0,0,0.517,41.2,27
63313.0,1,2.024,38.1,33
40964.0,0,-0.742,33.5,20
33592.0,1,-0.389,14.4,29
47099.0,1,0.041,32.2,20
40442.0,1,-0.139,42.3,30
41372.0,0,0.086,36.9,21
39158.0,1,-0.107,61.4,32
28144.0,1,-0.695,4.0,20
26061.0,1,-1.604,21.1,13
44882.0,1,-0.561,23.7,19
34665.0,1,-1.393,46.5,27
41420.0,0,-1.052,52.0,23
37109.0,1,-0.548,27.2,20
44405.0,0,0.503,38.0,30
48405.0,0,0.848,43.7,25
43729.0,1,-1.044,40.9,24
32785.0,0,0.297,39.9,21
52740.0,1,0.792,30.1,29
47132.0,0,-0.058,27.6,23
35594.0,1,-1.655,23.0,24
11990.0,0,-2.172,24.6,24
55668.0,0,0.777,44.2,16
60040.0,1,0.897,34.9,24
48231.0,0,0.257,33.5,20
37794.0,0,-1.074,26.6,32
64887.0,0,1.431,38.3,28
74036.0,1,1.192,47.9,19
33244.0,0,-0.069,25.8,18
48106.0,1,-0.247,52.3,25
18806.0,0,-1.982,42.7,27
56492.0,0,0.727,10.7,26
33829.0,1,-1.639,39.6,32
60891.0,0,0.655,40.5,25
51647.0,0,0.704,51.7,33
46638.0,0,0.068,36.1,25
52335.0,0,1.554,13.1,30
37088.0,0,-0.348,20.0,32
51742.0,0,0.564,21.9,20
55039.0,0,0.771,42.4,18
42625.0,1,0.223,26.9,26
48433.0,0,-0.444,24.1,27
67868.0,0,1.205,40.8,26
46782.0,0,0.398,45.6,28
32904.0,1,-0.218,21.7,23
40332.0,1,-0.191,37.7,26
48073.0,0,0.105,48.6,27
70049.0,0,2.256,44.5,17
38604.0,1,0.081,52.1,20
45128.0,0,-0.264,51.4,21
47229.0,1,-1.09,46.0,28
21606.0,0,-1.245,32.3,30
30216.0,1,-1.923,59.9,28
50017.0,0,0.209,45.7,30
47104.0,0,0.003,38.4,26
33802.0,1,-1.054,34.6,23
30474.0,0,-1.513,44.1,23
24292.0,0,-0.353,33.0,29
18785.0,1,-0.551,37.6,35
35586.0,1,-1.363,50.3,27
59684.0,1,0.274,43.3,23
25743.0,0,0.115,26.3,16
42669.0,1,-0.079,40.5,20
56234.0,0,0.743,34.4,26
37481.0,1,-0.682,29.6,29
79804.0,1,1.331,28.0,21
39204.0,1,-1.044,29.0,21
56978.0,0,0.485,39.8,31
59518.0,0,0.605,50.8,28
47895.0,0,-0.291,36.1,21
34909.0,0,0.321,52.7,27
25456.0,0,-1.315,29.5,23
25476.0,0,-1.534,35.9,26
55165.0,1,-0.232,53.9,20
27962.0,1,-0.761,40.0,22
53083.0,0,0.56,41.3,19
42338.0,0,-0.001,41.7,22
61330.0,0,0.586,32.7,32
40918.0,0,0.287,62.0,25
55475.0,0,0.172,38.6,25
40402.0,1,0.061,47.5,29
37014.0,1,-0.405,43.7,21
34529.0,1,-0.497,48.7,19
88814.0,0,2.003,54.1,20
28042.0,1,-1.793,14.5,26
25489.0,1,-0.219,23.3,22
45754.0,0,0.971,16.4,20
57843.0,0,0.387,29.4,29
53435.0,1,1.376,36.1,22
59342.0,1,0.516,40.9,26
36692.0,1,-1.296,32.5,26
42940.0,0,-0.363,43.8,21
30952.0,1,-1.439,45.4,21
66662.0,0,0.951,39.2,26
66813.0,1,1.408,26.4,22
48258.0,1,-0.477,32.0,23
52671.0,0,0.507,36.1,28
44745.0,0,-0.448,45.7,28
25089.0,0,-1.477,36.5,17
47627.0,0,-0.486,41.6,30
35075.0,0,-1.623,20.9,28
46027.0,0,-0.609,8.8,14
42903.0,1,0.17,39.2,31
54655.0,0,0.685,39.1,23
74001.0,1,1.253,27.9,23
36812.0,1,-0.376,33.4,27
36438.0,0,0.192,43.6,24
54491.0,1,0.377,43.9,10
52326.0,1,0.511,50.8,30
15157.0,1,-2.896,45.5,22
30955.0,1,-0.824,35.1,15
63798.0,1,0.75,43.4,30
39917.0,0,-1.167,59.4,21
49992.0,1,0.199,55.3,20
37603.0,1,0.785,29.3,31
24242.0,1,-1.946,41.6,25
47050.0,0,-0.241,53.3,25
43033.0,1,0.186,39.6,25
48007.0,1,-0.041,44.3,28
36705.0,1,-1.583,51.3,27
54613.0,0,0.293,40.9,32
41326.0,1,-0.615,42.7,20
60744.0,1,0.768,34.2,30
58844.0,0,0.374,28.0,30
36951.0,0,-0.607,33.0,26
62897.0,1,0.117,45.0,27
43022.0,1,-0.75,36.1,29
18124.0,1,-0.762,39.3,24
30767.0,0,-1.643,59.5,25
29386.0,1,-0.303,30.1,24
46598.0,1,0.738,47.8,23
45696.0,1,0.045,32.7,31
38974.0,0,-0.094,44.2,23
39220.0,0,-0.706,46.9,26
48218.0,1,-0.604,51.4,24
53701.0,1,0.663,30.3,26
27736.0,0,-1.578,34.6,35
65821.0,1,1.978,39.7,24
50816.0,1,-0.151,37.3,28
59874.0,0,2.084,9.8,19
60767.0,0,1.085,42.4,17
25476.0,0,-0.51,25.8,14
56256.0,1,0.641,38.0,25
40298.0,0,0.161,24.7,25
45483.0,1,0.365,40.7,32
69660.0,0,0.694,37.6,30
41795.0,0,-0.649,64.7,25
50932.0,1,-0.722,45.1,26
39355.0,0,-0.524,34.3,31
28560.0,0,-1.474,46.3,12
46668.0,1,-0.371,21.9,26
55329.0,0,0.119,48.1,32
44186.0,0,0.139,49.7,26
34631.0,0,0.08,33.6,25
27509.0,0,-0.51,35.6,26
47148.0,0,0.671,19.9,21
26720.0,1,-2.17,42.0,17
46357.0,1,-0.518,46.8,25
34260.0,1,-0.452,25.1,22
53113.0,0,0.771,45.1,15
39992.0,1,0.537,27.4,16
55115.0,1,0.671,54.0,28
41396.0,0,-0.117,16.0,24
67725.0,0,0.815,35.8,39
27106.0,0,-1.14,48.2,22
60847.0,0,-0.068,25.9,28
25119.0,1,-2.254,31.1,21
55220.0,0,1.569,38.9,34
56143.0,0,1.446,37.0,22
47307.0,1,-0.746,30.6,25
27990.0,0,-0.997,30.7,27
11911.0,0,-2.247,34.1,17
34812.0,1,-1.682,34.8,19
40887.0,1,-0.029,33.1,22
35785.0,0,-0.308,47.2,23
23545.0,1,-1.626,40.0,20
52927.0,1,-0.65,42.8,30
33556.0,1,-0.815,43.8,26
51436.0,1,0.319,24.8,29
51312.0,0,0.56,26.6,23
50955.0,1,-0.368,57.9,21
52198.0,1,-0.033,16.5,27
34356.0,1,-0.153,30.7,22
29215.0,0,-2.237,44.4,10
36789.0,0,0.032,35.8,11
30479.0,0,-0.211,34.6,24
67371.0,1,0.604,55.0,26
33260.0,0,-1.982,26.7,20
56688.0,1,0.619,49.4,28
38547.0,1,-0.784,22.5,20
49317.0,0,0.122,21.0,29
62714.0,1,1.067,34.5,28
30294.0,0,-1.62,40.5,20
29348.0,1,-1.455,62.1,18
64139.0,0,0.852,42.0,18
38816.0,0,-1.283,40.4,21
28910.0,0,-1.102,45.5,20
59358.0,1,0.461,38.0,27
49818.0,1,-0.345,31.2,24
63627.0,0,0.637,32.8,28
50948.0,1,0.159,44.2,18
47638.0,0,-0.166,33.6,19
59376.0,1,0.845,22.3,30
75886.0,0,2.049,31.0,24
38307.0,1,-0.239,20.2,21
57669.0,0,1.341,52.3,21
52469.0,0,0.996,20.3,19
42170.0,1,-0.028,44.3,30
50254.0,0,0.32,35.0,28
38261.0,1,-1.075,51.1,21
27878.0,0,-0.754,56.5,14
50322.0,0,0.14,34.3,20
50926.0,1,-0.184,44.8,25
58380.0,0,1.165,40.3,30
21268.0,0,-1.436,22.1,19
36404.0,1,-0.43,53.6,16
38226.0,0,-0.774,46.3,24
36543.0,1,-0.288,44.3,17
53919.0,0,1.029,46.3,17
23657.0,1,-1.342,41.6,24
42367.0,0,0.715,30.9,22
42284.0,0,-0.725,41.4,25
37545.0,1,-0.459,26.0,17
49752.0,0,0.865,61.0,18
34351.0,0,-0.417,25.6,20
57791.0,1,0.535,49.1,23
46328.0,0,-0.018,31.7,19
46894.0,1,-0.305,39.4,28
33020.0,0,-0.492,43.8,21
29876.0,1,-1.863,28.2,26
41531.0,0,-0.877,39.2,18
33941.0,0,0.037,9.4,22
55580.0,1,0.074,39.6,26
23403.0,0,-1.62,51.5,19
64653.0,0,0.876,35.5,20
37622.0,1,0.448,29.8,22
37224.0,1,-1.427,29.6,17
30614.0,1,-1.168,11.7,19
44934.0,0,0.384,23.4,25
4946.0,0,-1.883,41.6,21
54511.0,1,-0.865,56.4,23
26872.0,0,-0.175,45.6,21
54188.0,1,-0.247,37.7,33
50872.0,0,-0.176,37.4,24
52678.0,1,0.273,42.9,23
27652.0,0,-0.916,56.0,21
48945.0,0,-0.603,36.3,31
51396.0,1,1.939,38.3,14
17671.0,1,-1.518,42.1,22
43558.0,0,-0.563,44.0,23
50789.0,1,-0.002,40.6,28
28704.0,1,-0.759,23.8,15
67393.0,0,1.112,20.3,30
54550.0,1,-0.037,37.5,22
61391.0,1,0.649,46.5,21
25996.0,1,-2.725,58.0,35
50791.0,0,1.081,42.1,25
45013.0,0,1.043,25.9,31
28359.0,0,-0.863,33.8,19
66021.0,0,1.202,21.7,20
46103.0,0,0.162,35.9,35
56456.0,0,0.826,49.4,23
64726.0,1,1.712,39.4,28
48112.0,1,0.0,60.1,27
31526.0,1,-1.113,35.4,24
48935.0,0,-0.109,38.8,39
15289.0,0,-1.374,41.3,19
34935.0,1,-0.899,42.5,22
22277.0,0,-0.86,39.6,25
27050.0,0,-0.806,41.0,23
59307.0,1,1.074,47.2,23
48608.0,0,0.745,32.4,26
34855.0,1,-0.988,38.2,16
53010.0,1,1.043,42.2,25
9720.0,0,-1.769,34.4,17
32308.0,1,-0.744,27.3,20
50544.0,1,-0.225,41.7,23
63845.0,1,1.106,41.7,30
50425.0,1,0.646,30.3,14
46982.0,1,0.375,28.0,19
47066.0,0,1.225,15.6,28
44199.0,0,0.64,24.7,24
60390.0,1,1.292,40.2,18
34053.0,0,-0.861,14.4,22
17112.0,0,-1.764,34.9,24
37674.0,1,-0.49,38.7,25
55516.0,1,0.76,32.2,14
46886.0,0,0.191,30.1,26
47588.0,0,0.821,47.6,21
57076.0,1,0.643,42.3,22
54897.0,1,0.449,26.6,24
62369.0,0,0.752,47.9,26
33309.0,0,-0.783,55.4,25
62297.0,0,1.028,28.7,34
49914.0,0,-1.073,27.1,25
54339.0,1,-0.18,31.7,18
34011.0,0,-1.482,41.4,21
40749.0,0,0.441,37.3,22
27996.0,1,-1.618,34.3,23
65441.0,0,1.342,26.2,30
36691.0,0,-1.41,45.4,26
45694.0,1,0.195,37.5,20
54388.0,0,-0.204,38.9,21
33905.0,1,-0.942,37.6,37
57577.0,0,1.186,41.0,20
44250.0,0,-0.493,22.0,33
54440.0,1,1.404,32.5,27
51296.0,0,-1.091,38.5,22
41029.0,0,-0.867,41.2,19
17106.0,1,-2.066,42.8,21
54806.0,0,0.49,47.6,24
77589.0,1,0.854,37.4,31
61281.0,1,0.162,46.1,29
37792.0,1,-0.225,44.8,18
34385.0,1,-0.985,41.5,20
69178.0,0,2.29,36.3,20
47766.0,0,0.681,34.8,29
24442.0,0,-1.908,38.2,29
50034.0,1,-0.372,45.9,24
17267.0,0,-2.674,30.2,17
49554.0,0,1.52,29.7,24
64787.0,1,1.919,42.8,27
66161.0,0,1.403,40.5,17
34599.0,1,-0.114,48.2,23
58421.0,0,-0.653,50.6,27
19443.0,0,-1.465,42.8,23
48190.0,1,0.474,22.5,23
26728.0,0,-0.806,48.6,24
31735.0,1,-0.436,42.7,24
21302.0,0,-0.699,46.0,21
38713.0,0,-0.368,43.6,24
54729.0,0,0.842,38.4,26
70548.0,0,1.635,42.8,20
42360.0,1,0.094,25.8,30
52246.0,0,-0.037,27.0,20
34045.0,0,-1.172,38.3,30
22697.0,1,-1.288,53.2,36
35119.0,0,-1.121,41.0,27
61633.0,0,0.832,51.0,23
60338.0,0,0.194,38.2,20
53601.0,0,0.918,40.0,24
57686.0,1,0.372,48.1,21
47527.0,0,-0.456,47.5,18
37725.0,0,-1.299,39.2,21
65368.0,1,-0.421,35.7,28
25912.0,1,-1.485,47.5,20
81780.0,0,1.958,41.6,25
49087.0,1,0.22,34.4,28
38499.0,1,-0.418,36.5,21
74932.0,1,1.953,29.1,23
46455.0,0,-0.435,40.0,21
68412.0,1,0.511,46.9,20
41934.0,0,-0.213,15.9,25
55542.0,1,0.311,34.7,30
56444.0,1,-0.418,25.7,25
63599.0,1,0.448,34.0,19
67491.0,1,1.387,33.3,21
11390.0,0,-1.317,26.6,23
30243.0,0,-2.283,39.4,23
59492.0,1,1.314,25.0,36
42564.0,0,0.123,28.9,24
67376.0,1,0.834,23.8,35
47003.0,0,-0.337,30.3,28
70081.0,0,1.511,42.9,24
68660.0,1,1.791,34.0,24
25374.0,0,-1.225,50.7,28
51377.0,1,0.632,35.6,22
37997.0,1,-0.662,31.6,30
21361.0,0,-1.673,49.4,32
46201.0,1,-0.354,41.7,28
47110.0,0,0.523,46.1,26
31984.0,0,-1.435,42.7,30
40545.0,1,-1.352,52.5,22
62023.0,0,1.188,47.2,34
53121.0,0,-0.026,50.6,30
52936.0,1,0.346,29.5,21
32528.0,1,-1.217,44.2,21
34333.0,1,-0.726,46.9,21
45703.0,0,0.055,38.5,18
52577.0,0,0.119,50.4,23
56183.0,1,0.073,39.6,29
78521.0,1,1.53,36.2,21
52586.0,1,0.087,43.5,14
8616.0,1,-1.631,26.2,22
41122.0,0,-0.97,23.2,26
43693.0,1,-0.149,36.2,25
71189.0,1,1.197,15.7,23
35957.0,1,-0.791,48.6,36
36154.0,0,-0.495,32.6,19
38559.0,0,-0.129,53.8,21
32516.0,1,-0.82,39.9,17
46418.0,1,-0.941,31.5,22
44627.0,1,-0.349,32.7,16
58096.0,1,0.891,44.1,24
50178.0,1,0.373,47.7,24
22110.0,1,-0.408,36.5,22
37489.0,0,0.287,25.3,26
37377.0,0,-1.418,40.3,16
47671.0,0,0.886,44.0,24
49559.0,1,0.625,45.5,27
39504.0,0,0.177,25.8,26
21330.0,1,-1.774,32.7,26
83521.0,1,1.93,45.1,36
270.0,0,-3.083,56.7,21
34157.0,1,-1.136,38.4,16
24647.0,0,-1.057,26.8,21
67992.0,0,0.576,44.0,31
12643.0,1,-1.642,7.1,27
48613.0,1,0.111,39.5,27
37896.0,1,-0.282,33.3,25
33681.0,1,-0.422,55.3,23
57882.0,0,0.738,33.6,31
53165.0,0,1.313,26.2,22
54236.0,0,0.275,63.7,19
27552.0,1,-0.404,42.0,25
12150.0,0,-2.431,38.6,33
50239.0,0,1.361,32.0,27
50420.0,1,-0.429,29.1,19
17748.0,1,-1.998,21.0,28
41843.0,0,0.037,44.2,24
55441.0,0,1.342,29.8,26
52952.0,1,-0.265,46.0,16
44666.0,1,-1.304,42.6,23
64355.0,1,2.161,47.4,15
59074.0,1,0.502,35.0,25
64311.0,0,0.232,39.4,20
48966.0,0,0.913,32.3,26
20164.0,1,-2.309,35.4,26
35981.0,1,-0.183,29.2,22
46734.0,1,-0.278,15.2,25
67433.0,1,2.184,40.2,21
40931.0,1,-0.679,25.6,21
51982.0,1,-0.667,61.1,26
34786.0,0,-1.514,38.1,24
43707.0,1,-0.938,21.7,22
44411.0,0,-0.313,35.8,21
63043.0,1,0.162,44.1,29
42577.0,0,-0.304,42.5,27
81352.0,0,1.929,30.6,23
61230.0,1,0.397,40.9,35
67034.0,1,0.546,40.0,31
51003.0,0,1.286,33.9,27
44949.0,1,0.542,35.9,20
28982.0,1,-0.628,40.7,28
21828.0,0,-1.664,38.2,21
35093.0,0,0.265,43.4,25
32996.0,1,-0.939,47.7,20
59180.0,0,1.238,51.2,22
28969.0,0,-0.875,27.4,27
27367.0,1,-2.355,34.3,25
38081.0,1,-0.055,41.4,25
68052.0,1,0.991,41.1,24
41408.0,0,-0.307,31.8,21
54683.0,0,0.088,37.1,27
41542.0,0,0.06,37.5,25
70427.0,1,1.65,39.9,24
43410.0,0,0.209,44.3,20
49425.0,1,-0.139,33.4,20
32844.0,1,-0.723,20.4,31
16892.0,0,-1.764,34.7,25
42929.0,0,1.33,35.9,23
47801.0,1,1.067,36.2,20
17870.0,0,-1.067,47.5,26
69967.0,1,0.519,28.1,35
35798.0,0,0.232,43.6,24
39694.0,1,-0.487,55.2,23
39949.0,0,-0.418,26.7,25
54764.0,1,0.664,36.4,15
33545.0,1,-1.325,37.9,15
42241.0,0,-0.63,44.9,19
31536.0,0,-0.18,43.9,29
41445.0,1,-0.109,32.8,30
43747.0,0,-0.315,65.2,24
53706.0,1,0.12,36.0,21
52783.0,1,0.437,40.4,31
41989.0,1,-1.009,43.7,26
45306.0,1,-0.015,41.3,22
29915.0,1,-0.637,38.6,21
63197.0,1,1.429,32.9,23
29426.0,0,-1.529,34.8,25
22754.0,1,-0.34,36.2,14
65767.0,0,0.609,51.5,30
45287.0,0,-0.39,24.0,23
43678.0,1,-0.438,33.7,18
41201.0,0,-0.646,34.3,23
53974.0,0,0.219,30.1,28
27211.0,0,-1.279,46.7,28
51878.0,1,-0.179,35.5,29
37559.0,0,-0.199,32.4,23
24833.0,0,-1.58,32.3,11
43605.0,0,0.185,46.9,26
45148.0,0,-0.564,43.0,22
66385.0,1,0.224,32.8,29
56783.0,0,0.785,41.7,21
53093.0,0,0.263,39.1,23
25575.0,1,-1.283,52.7,32
52625.0,1,0.244,27.4,20
26239.0,0,-1.704,19.0,25
37664.0,1,-0.856,33.6,23
66724.0,0,1.616,31.1,30
50768.0,0,-0.071,29.4,29
64124.0,1,1.505,37.3,25
51226.0,1,-0.257,40.8,23
51125.0,1,-0.062,40.2,30
27846.0,1,-1.202,39.7,27
55164.0,1,0.887,30.5,28
39365.0,0,-0.269,54.7,26
59475.0,0,0.568,33.8,33
50805.0,1,0.378,27.7,32
57870.0,1,0.481,38.0,21
55137.0,0,0.272,42.7,22
48747.0,1,-0.095,20.4,23
49263.0,0,-0.054,45.1,22
36543.0,0,-0.753,41.4,27
27513.0,0,-2.203,39.2,28
50617.0,1,0.449,37.2,15
75807.0,0,2.065,54.9,19
51492.0,1,1.053,57.1,18
67396.0,0,2.329,26.1,22
47365.0,1,0.458,33.9,19
46178.0,0,-1.004,31.8,38
42763.0,1,-1.026,36.4,26
55057.0,0,0.731,28.1,34
47560.0,1,0.325,25.6,24
46073.0,1,-0.186,33.6,20
51113.0,0,0.735,34.0,17
35553.0,0,-0.901,46.6,24
57604.0,0,0.517,46.3,28
49814.0,1,-0.296,44.2,40
51505.0,0,0.15,42.7,26
59794.0,1,1.194,53.8,29
55795.0,1,-0.146,30.1,32
71605.0,1,1.389,35.0,30
65505.0,1,1.342,44.7,21
33604.0,0,-0.77,29.3,25
70278.0,1,2.353,44.7,25
33759.0,1,-1.253,30.0,29
35172.0,0,-0.098,34.5,25
53895.0,0,0.75,31.4,17
13945.0,1,-2.304,45.2,22
52972.0,0,1.052,30.8,20
39796.0,0,1.16,39.1,26
49377.0,0,-0.106,45.2,20
50875.0,1,0.285,43.9,17
50180.0,1,0.228,38.3,28
36647.0,1,-0.201,27.0,31
57763.0,1,1.096,43.6,21
37491.0,1,-0.367,29.3,21
51507.0,1,-0.034,45.7,23
47967.0,1,0.381,35.2,18
55845.0,0,0.873,47.9,18
70181.0,1,1.129,37.1,16
19496.0,0,-1.487,38.3,29
20964.0,0,-2.049,27.5,27
38495.0,1,-0.129,39.1,17
64795.0,1,-0.044,49.3,30
24225.0,1,-1.087,39.3,16
43518.0,0,0.32,41.5,24
48964.0,1,0.648,29.0,24
44380.0,0,0.397,52.7,28
69001.0,0,1.682,26.4,20
46444.0,1,-1.041,53.0,21
40939.0,0,0.032,33.9,26
63976.0,0,1.965,14.5,14
60920.0,0,0.697,39.9,27
31262.0,0,-1.125,36.4,14
58132.0,1,0.213,28.8,24
54103.0,0,1.204,24.6,29
86748.0,0,2.12,40.7,32
46601.0,1,0.679,37.8,11
66660.0,0,1.191,36.0,25
50110.0,0,-1.12,51.2,28
46418.0,1,-0.247,37.9,22
72827.0,0,1.217,33.8,28
36264.0,0,-0.969,22.3,28
49388.0,1,-0.059,34.0,16
34223.0,0,-1.891,43.4,29
60915.0,0,1.504,43.0,22
35015.0,0,-0.131,43.4,19
42534.0,0,0.576,35.4,37
26119.0,0,-1.524,42.7,24
31423.0,1,-1.331,18.1,20
66659.0,1,1.843,34.5,23
32577.0,0,-0.347,61.1,34
38176.0,1,-0.552,44.7,18
41172.0,1,0.519,39.6,20
51901.0,1,0.563,44.6,13
31521.0,1,-1.99,55.4,24
