purchase,coupon,age,months,app_open,loyalty
56882.0,0,47.4,23,12.0,0.696
75352.0,1,36.2,24,17.0,1.849
57159.0,1,38.8,27,12.0,1.127
57132.0,0,36.7,35,5.0,-0.269
27931.0,0,49.3,31,2.0,-1.107
78519.0,1,29.2,24,24.0,2.573
33304.0,0,29.9,19,10.0,0.059
49309.0,1,48.1,19,5.0,0.014
34907.0,0,37.6,19,8.0,-0.024
50892.0,1,51.8,29,7.0,0.198
30768.0,0,31.3,31,8.0,-0.144
44832.0,0,37.5,27,6.0,-0.574
39504.0,0,28.8,23,2.0,-0.547
53917.0,0,38.1,28,10.0,-0.033
37079.0,1,23.2,28,9.0,-0.543
43585.0,0,33.1,19,5.0,-0.713
48037.0,1,23.6,28,8.0,0.106
44686.0,0,44.9,29,6.0,-0.255
83835.0,1,45.2,24,17.0,1.504
5316.0,0,20.7,18,0.0,-2.651
68119.0,0,51.3,16,15.0,1.092
70337.0,1,63.0,24,13.0,1.246
17213.0,1,38.5,18,0.0,-2.073
28201.0,0,31.6,19,6.0,-0.343
35515.0,0,66.2,20,6.0,-0.371
35377.0,0,24.8,26,0.0,-1.408
50172.0,0,38.2,28,1.0,-0.778
31074.0,0,39.8,17,2.0,-1.111
73396.0,1,51.5,31,17.0,1.752
64579.0,1,41.6,18,13.0,0.936
63297.0,1,33.0,26,19.0,1.272
63631.0,1,28.5,23,14.0,0.722
32472.0,0,34.6,21,0.0,-1.129
36880.0,0,27.9,18,2.0,-0.525
43751.0,0,38.5,17,11.0,0.489
24326.0,1,32.4,22,0.0,-1.222
25242.0,0,23.1,21,8.0,0.713
55472.0,1,50.6,18,8.0,-0.24
40383.0,1,33.0,19,6.0,-0.375
46826.0,0,25.3,17,13.0,0.711
33465.0,0,36.3,20,11.0,0.444
33850.0,0,38.7,16,6.0,-0.361
53319.0,1,20.5,26,14.0,1.159
24167.0,0,41.3,15,3.0,-1.081
54083.0,0,27.5,28,15.0,0.616
59662.0,1,55.1,30,11.0,0.593
30381.0,0,43.2,21,4.0,-0.31
39531.0,0,34.0,33,8.0,0.326
17671.0,0,30.5,21,0.0,-1.251
71215.0,0,37.0,29,14.0,0.924
55042.0,0,44.1,22,3.0,-0.185
30071.0,0,37.7,16,6.0,-0.523
44250.0,1,35.8,24,16.0,1.049
39260.0,0,38.6,33,0.0,-0.704
28168.0,0,32.0,28,0.0,-1.408
28141.0,0,34.6,24,0.0,-1.557
55874.0,0,17.1,29,11.0,0.606
34709.0,0,47.7,25,1.0,-1.28
60774.0,1,41.0,26,18.0,1.755
21409.0,0,30.3,26,0.0,-2.082
78636.0,1,57.0,28,18.0,1.696
44471.0,0,38.9,38,7.0,0.211
46685.0,0,27.6,35,5.0,-0.097
35724.0,0,46.6,27,6.0,-0.545
68756.0,1,42.0,22,10.0,0.399
34926.0,0,41.9,27,9.0,-0.038
69849.0,1,33.7,25,16.0,1.103
35080.0,0,42.5,32,5.0,0.114
64155.0,1,35.4,27,7.0,0.15
32538.0,0,43.6,26,4.0,-0.364
42177.0,0,19.0,21,6.0,-0.057
36609.0,1,33.7,18,9.0,0.308
18661.0,1,55.2,22,0.0,-1.71
36053.0,0,30.3,31,2.0,-1.348
65439.0,1,32.0,31,12.0,0.743
47693.0,0,33.5,22,9.0,0.171
45699.0,0,25.9,19,5.0,-0.184
49268.0,0,15.9,20,8.0,0.018
45552.0,1,35.7,21,10.0,0.348
30535.0,1,39.4,25,6.0,-0.54
33672.0,0,37.5,16,5.0,-0.778
44915.0,1,36.6,22,5.0,0.196
38433.0,1,38.4,20,2.0,-0.978
57018.0,1,48.2,16,13.0,0.408
16830.0,0,36.1,15,0.0,-1.703
60922.0,0,32.3,19,16.0,1.029
59483.0,1,35.2,30,10.0,0.473
53528.0,0,43.8,19,10.0,0.256
59048.0,1,52.1,27,12.0,0.983
73883.0,1,31.7,28,16.0,1.665
63881.0,1,39.0,22,16.0,1.014
26139.0,0,41.4,13,0.0,-1.841
42779.0,0,28.1,31,0.0,-1.28
41755.0,0,38.2,33,2.0,-0.625
39859.0,0,23.3,33,8.0,0.026
38075.0,0,20.3,17,14.0,0.518
45265.0,0,41.7,22,7.0,-0.726
49324.0,0,34.2,24,8.0,0.187
54799.0,1,40.0,36,0.0,-0.755
22599.0,0,37.8,31,6.0,-0.612
33741.0,0,28.2,24,0.0,-1.407
31164.0,0,37.5,22,4.0,-0.923
24902.0,0,25.7,29,0.0,-1.352
27058.0,0,51.9,14,0.0,-0.976
66406.0,1,24.4,28,14.0,1.054
41422.0,1,36.0,26,5.0,-0.949
69886.0,1,27.6,30,23.0,2.632
55295.0,1,43.7,21,9.0,0.493
51170.0,0,34.7,19,6.0,0.185
34946.0,0,32.8,23,1.0,-0.858
66346.0,1,46.5,24,11.0,0.7
38816.0,1,38.3,25,6.0,-0.576
28404.0,0,43.2,21,6.0,0.122
77743.0,1,28.2,20,26.0,2.56
42985.0,0,24.0,24,5.0,-0.096
64642.0,1,39.1,26,20.0,1.149
48339.0,1,34.8,27,7.0,-0.703
29500.0,0,44.3,23,8.0,-0.035
66822.0,1,37.2,23,15.0,1.771
31003.0,0,40.1,28,4.0,-0.627
57450.0,1,21.8,24,18.0,1.812
58147.0,1,56.9,22,10.0,0.708
42219.0,0,36.4,18,5.0,-0.562
58843.0,1,45.0,24,10.0,0.632
52516.0,1,29.6,23,12.0,0.973
55360.0,1,41.1,28,11.0,0.622
31642.0,0,25.0,25,0.0,-1.57
43217.0,0,42.5,29,8.0,-0.727
36874.0,0,34.4,24,5.0,-0.248
40811.0,1,38.3,18,8.0,-0.074
40963.0,1,45.0,16,12.0,0.621
45448.0,1,25.7,28,10.0,0.178
13863.0,0,31.2,24,1.0,-1.335
66185.0,0,42.6,22,12.0,0.38
49033.0,0,59.0,27,12.0,0.611
63182.0,1,36.6,24,12.0,0.56
75401.0,1,43.9,20,15.0,1.081
57176.0,0,36.9,28,13.0,0.834
56823.0,1,57.4,31,9.0,0.459
30358.0,0,20.5,22,7.0,-0.07
20774.0,0,38.9,23,0.0,-1.661
59749.0,0,21.7,21,11.0,0.43
49742.0,1,12.9,26,10.0,0.208
50732.0,1,41.0,19,9.0,0.272
43385.0,1,39.4,25,0.0,-1.277
36170.0,0,35.2,20,0.0,-1.081
56696.0,0,36.9,27,15.0,1.053
50703.0,0,69.0,24,7.0,-0.04
50246.0,1,35.4,28,12.0,0.682
42217.0,0,43.1,28,10.0,0.028
46933.0,1,31.5,31,7.0,0.03
64962.0,1,41.0,29,15.0,0.938
27271.0,0,35.6,19,5.0,-0.516
45548.0,0,33.9,22,13.0,0.096
38862.0,0,56.2,24,5.0,-0.462
37744.0,1,49.8,27,7.0,-0.434
37619.0,0,39.4,21,6.0,-0.309
24238.0,0,15.0,18,7.0,0.222
34253.0,1,34.4,18,4.0,-0.479
58528.0,1,65.0,26,17.0,1.256
34479.0,1,35.7,24,2.0,-0.895
24574.0,0,49.0,17,2.0,-0.187
42013.0,0,52.4,18,5.0,-0.44
71768.0,1,40.2,19,14.0,1.447
44758.0,0,29.6,23,9.0,0.197
57520.0,0,13.6,24,17.0,1.032
24498.0,0,44.8,27,1.0,-1.486
38346.0,1,29.9,29,13.0,0.267
58353.0,1,39.8,22,12.0,0.89
51556.0,0,25.5,35,8.0,0.082
47593.0,0,35.3,29,12.0,1.065
35921.0,0,38.3,29,4.0,-0.517
59138.0,0,40.7,19,15.0,1.409
95326.0,1,26.9,18,19.0,2.299
43028.0,0,50.0,19,9.0,-0.363
23514.0,0,32.0,25,1.0,-0.446
47106.0,1,21.3,32,19.0,1.453
72635.0,1,36.9,25,20.0,1.58
60657.0,1,38.3,20,6.0,-0.523
37551.0,0,39.6,23,3.0,-0.42
40935.0,0,51.6,25,3.0,-0.282
31758.0,0,35.6,24,0.0,-1.344
29010.0,0,36.8,33,4.0,-0.919
9742.0,0,27.0,19,2.0,-1.004
45515.0,0,46.2,26,1.0,-0.768
39355.0,0,39.8,22,10.0,-0.035
56981.0,0,33.8,32,13.0,0.234
54661.0,0,19.0,25,17.0,1.551
38961.0,0,52.4,39,2.0,-0.998
63409.0,1,25.7,18,11.0,0.984
53108.0,1,32.1,25,6.0,-0.214
50808.0,1,41.6,30,9.0,-0.049
53969.0,0,26.0,31,13.0,0.675
38045.0,1,23.1,29,0.0,-1.123
48516.0,0,16.8,17,10.0,0.382
37349.0,0,45.2,23,8.0,0.166
41915.0,1,32.5,20,10.0,0.492
35788.0,0,67.3,24,11.0,0.289
81704.0,1,28.1,23,19.0,2.455
32599.0,0,28.8,24,4.0,-0.638
44742.0,0,32.3,27,6.0,-0.531
41117.0,0,40.4,25,3.0,-0.623
34210.0,1,33.3,33,4.0,-0.555
36108.0,0,44.1,19,3.0,-0.637
56962.0,1,28.2,24,14.0,1.189
57100.0,1,24.2,20,17.0,1.421
45576.0,1,20.0,24,5.0,-0.571
52962.0,0,15.8,31,0.0,-0.832
61410.0,1,32.8,23,12.0,0.471
41306.0,1,35.0,28,4.0,-0.552
64324.0,1,31.7,23,16.0,0.633
66203.0,1,50.4,26,7.0,0.203
16714.0,0,50.3,21,0.0,-1.516
75467.0,1,34.7,23,17.0,1.548
74817.0,1,20.1,34,20.0,1.796
44301.0,0,32.3,15,0.0,-0.613
45154.0,0,32.0,21,4.0,-0.388
44623.0,0,31.4,20,11.0,0.286
64030.0,0,31.0,24,8.0,0.334
54639.0,0,31.5,25,15.0,0.659
67668.0,1,34.1,23,19.0,2.01
45171.0,0,31.6,21,5.0,-0.177
42712.0,0,40.1,21,4.0,-0.798
29147.0,0,41.6,22,3.0,-1.379
37808.0,0,28.9,24,4.0,-0.731
47416.0,0,50.7,26,10.0,-0.033
62384.0,1,28.2,23,22.0,1.795
30587.0,0,21.8,29,3.0,-0.518
37434.0,0,41.8,27,11.0,0.224
55321.0,0,29.8,23,5.0,-0.016
56755.0,0,41.2,19,16.0,1.188
46297.0,1,14.0,20,23.0,2.527
42891.0,0,51.9,20,7.0,-0.531
43142.0,0,44.7,25,7.0,-0.489
40947.0,0,23.0,28,15.0,1.044
43905.0,0,23.2,23,13.0,0.682
65459.0,1,54.7,24,20.0,1.847
47963.0,1,30.6,25,12.0,0.584
48339.0,0,29.7,21,6.0,-0.359
45898.0,0,15.3,17,14.0,0.591
57760.0,1,34.5,27,18.0,1.109
66883.0,1,35.7,27,13.0,0.82
54523.0,0,45.2,17,12.0,0.507
40574.0,0,24.0,19,15.0,1.067
51218.0,0,22.8,22,12.0,1.169
68438.0,1,42.5,28,16.0,1.382
47223.0,0,48.1,27,15.0,0.649
60674.0,1,22.3,29,5.0,-0.167
49286.0,0,48.8,25,13.0,0.147
56107.0,1,38.4,23,18.0,1.207
27451.0,0,48.9,23,4.0,-0.817
58539.0,0,37.3,34,11.0,0.369
31714.0,0,12.8,27,4.0,-0.393
46356.0,0,36.5,16,8.0,0.029
50719.0,0,48.6,15,19.0,1.278
46314.0,0,29.1,24,8.0,0.191
38488.0,0,34.1,18,10.0,0.046
23894.0,0,36.2,15,0.0,-1.36
46636.0,1,9.0,27,10.0,0.746
63058.0,0,54.7,23,16.0,0.645
65679.0,1,29.0,10,21.0,2.163
39918.0,0,43.1,20,5.0,-0.308
50339.0,1,37.1,28,12.0,0.219
65177.0,1,50.6,22,12.0,0.249
75261.0,1,42.1,28,19.0,1.577
50430.0,0,35.7,28,6.0,-0.095
35785.0,0,29.1,32,9.0,0.279
48040.0,0,46.0,24,12.0,0.608
55538.0,0,19.3,33,11.0,0.187
29644.0,0,44.5,17,4.0,-0.446
44753.0,0,27.0,17,10.0,0.194
54240.0,1,50.5,25,15.0,1.074
24605.0,0,39.6,22,4.0,-1.027
63808.0,1,44.4,24,10.0,0.133
40876.0,0,38.8,17,1.0,-0.7
65177.0,1,20.5,13,15.0,1.195
31301.0,0,29.4,23,0.0,-1.523
38187.0,0,44.7,25,6.0,-0.559
47844.0,1,39.7,28,12.0,0.377
65341.0,1,49.8,25,18.0,1.566
46481.0,1,42.0,26,7.0,-0.066
50898.0,0,28.3,24,5.0,-0.555
59889.0,1,30.0,31,20.0,1.881
22749.0,0,39.0,22,0.0,-1.448
7440.0,0,14.9,23,0.0,-2.199
63843.0,1,54.7,23,7.0,0.44
53268.0,0,42.4,19,8.0,-0.502
37056.0,0,50.3,25,3.0,-1.021
54657.0,0,22.2,27,13.0,0.708
49523.0,0,50.4,20,12.0,0.244
45678.0,0,60.3,28,2.0,-0.564
34040.0,0,24.8,26,0.0,-1.28
64832.0,1,45.7,34,14.0,0.872
55795.0,0,38.0,20,12.0,0.65
51297.0,1,22.6,28,4.0,-0.099
55473.0,1,42.9,19,20.0,1.847
33825.0,0,46.3,27,1.0,-1.07
28034.0,0,32.0,24,0.0,-1.526
44775.0,1,49.7,25,3.0,-0.692
39386.0,0,21.3,19,3.0,-0.046
48964.0,1,23.1,20,8.0,0.243
36351.0,0,39.4,24,5.0,-0.241
36064.0,1,38.3,15,11.0,0.352
39572.0,1,30.8,24,0.0,-1.252
53265.0,0,46.1,19,18.0,1.444
42527.0,0,43.3,20,2.0,-0.082
54902.0,1,46.6,16,13.0,1.117
60824.0,0,36.8,21,11.0,0.343
50548.0,0,44.0,24,10.0,0.457
48885.0,0,33.5,26,13.0,0.57
61836.0,1,58.5,22,7.0,0.448
72746.0,1,29.9,30,13.0,0.643
70153.0,1,59.1,24,15.0,1.329
45991.0,1,38.3,18,8.0,0.197
60418.0,1,24.2,27,14.0,0.709
31994.0,0,51.7,18,10.0,-0.09
65242.0,1,39.3,22,19.0,1.44
55112.0,0,46.5,30,8.0,-0.676
70909.0,1,50.2,16,21.0,1.801
48687.0,1,41.4,24,6.0,-0.04
25707.0,0,32.1,18,0.0,-1.431
46837.0,1,47.8,20,8.0,0.128
40544.0,1,38.0,16,8.0,-0.681
63519.0,1,44.9,16,15.0,0.841
35883.0,1,16.5,33,4.0,-0.653
23590.0,1,42.5,26,7.0,-0.446
29693.0,1,31.6,33,0.0,-1.89
59517.0,1,54.5,12,6.0,-0.452
11838.0,0,44.2,15,0.0,-2.424
14784.0,0,40.4,26,0.0,-1.584
62674.0,1,42.9,22,14.0,0.76
65883.0,0,28.0,20,15.0,0.786
57575.0,0,54.2,29,11.0,0.425
50181.0,0,57.9,25,2.0,-0.967
50366.0,0,41.9,20,5.0,-0.048
55597.0,1,53.9,23,6.0,-0.004
26102.0,0,32.3,25,0.0,-1.158
66328.0,1,30.0,21,17.0,1.503
58554.0,1,38.4,26,15.0,0.877
45091.0,1,42.3,23,9.0,-0.221
41501.0,0,34.1,19,5.0,0.027
48112.0,0,43.4,15,8.0,0.208
10588.0,0,41.1,25,0.0,-2.042
50630.0,1,28.0,28,1.0,-0.247
31972.0,0,43.2,32,5.0,-0.682
32474.0,0,46.6,26,1.0,-1.002
42328.0,0,39.7,14,6.0,-0.281
63883.0,1,49.5,25,21.0,1.798
34932.0,0,25.8,24,12.0,0.641
34583.0,0,42.7,19,4.0,-0.571
41867.0,1,26.3,26,13.0,0.573
66820.0,0,26.9,30,19.0,1.399
50321.0,1,31.7,32,14.0,0.925
56784.0,0,28.6,28,10.0,0.06
35368.0,0,32.5,20,4.0,-0.647
56931.0,1,35.9,27,12.0,0.698
35533.0,0,46.4,27,11.0,0.393
61219.0,1,34.8,34,12.0,0.895
54602.0,1,22.1,35,11.0,0.635
51712.0,1,49.4,24,17.0,1.05
40020.0,1,29.6,20,9.0,-0.535
59537.0,1,37.4,20,19.0,1.317
48907.0,1,42.5,23,7.0,0.198
70010.0,0,40.0,23,18.0,2.075
33799.0,0,48.9,21,1.0,-0.689
66122.0,0,42.8,13,19.0,1.736
45391.0,0,29.4,25,4.0,0.198
42833.0,0,59.8,18,3.0,-0.651
35855.0,0,39.9,28,8.0,-0.484
34415.0,0,36.5,35,8.0,-0.32
45065.0,0,47.6,21,10.0,0.424
65989.0,1,40.5,24,10.0,0.523
44762.0,0,42.0,17,6.0,-0.574
61753.0,1,62.9,28,10.0,-0.024
83156.0,1,35.2,23,20.0,2.142
63323.0,1,34.8,19,18.0,1.728
51977.0,0,39.2,21,9.0,0.436
49670.0,1,48.7,20,6.0,0.038
48257.0,0,22.9,19,8.0,0.12
50301.0,1,18.3,26,11.0,0.614
32190.0,0,32.1,23,0.0,-1.023
39839.0,0,21.7,24,8.0,-0.257
27198.0,0,33.8,18,0.0,-1.669
60190.0,1,43.0,32,12.0,0.399
56180.0,1,29.1,30,10.0,0.647
40853.0,1,23.7,24,1.0,-0.483
69799.0,1,38.7,30,18.0,1.574
46757.0,1,46.6,20,0.0,-1.226
9645.0,0,21.1,18,0.0,-1.464
39966.0,0,46.2,19,7.0,0.224
68581.0,1,46.2,32,14.0,1.047
70197.0,1,47.5,17,21.0,1.684
45823.0,1,50.2,22,4.0,-0.459
69187.0,1,60.0,23,12.0,1.079
44316.0,0,34.4,18,9.0,-0.039
39419.0,0,39.1,29,7.0,-0.173
60810.0,0,33.8,29,9.0,0.884
51798.0,0,38.0,19,13.0,0.652
25402.0,0,53.3,28,3.0,-1.576
70024.0,1,24.5,29,12.0,1.477
65678.0,0,29.4,26,14.0,1.38
44277.0,1,51.8,25,0.0,-0.626
68217.0,1,48.2,26,10.0,0.396
59798.0,0,34.4,19,13.0,0.494
59425.0,1,46.5,20,10.0,0.261
61839.0,1,41.4,22,7.0,-0.55
37419.0,0,53.0,22,6.0,-0.672
40687.0,0,38.7,23,11.0,-0.026
66894.0,0,48.3,22,17.0,1.173
58065.0,1,64.4,33,10.0,0.544
42945.0,0,44.0,32,6.0,-0.371
46247.0,0,38.5,24,11.0,0.772
16154.0,0,45.2,22,0.0,-2.849
49869.0,1,34.3,27,15.0,1.149
29134.0,1,61.9,21,0.0,-1.74
41998.0,0,39.8,31,9.0,-0.362
30866.0,1,35.3,26,1.0,-1.12
13153.0,0,29.6,20,0.0,-1.295
49659.0,1,49.0,26,13.0,1.161
37719.0,1,46.7,25,7.0,-0.468
53724.0,0,33.0,30,7.0,0.347
49213.0,1,43.8,18,7.0,-0.047
50130.0,1,22.9,19,14.0,0.477
42723.0,1,39.8,28,9.0,0.077
33612.0,0,42.5,28,0.0,-1.283
47124.0,1,55.1,20,14.0,0.996
18946.0,0,30.3,26,3.0,-0.494
22459.0,0,25.2,25,0.0,-1.557
36951.0,1,29.0,24,5.0,-0.428
68710.0,0,24.6,23,18.0,1.501
61872.0,1,51.4,27,15.0,0.85
55345.0,0,53.5,20,6.0,-0.349
37304.0,0,41.2,27,9.0,-0.349
46267.0,0,50.2,22,9.0,-0.322
67104.0,0,39.3,20,22.0,2.077
62894.0,1,37.0,22,13.0,0.382
48029.0,0,34.7,25,9.0,0.43
66133.0,1,34.9,22,12.0,1.03
38123.0,0,22.5,31,10.0,0.239
37566.0,0,40.6,18,4.0,-0.259
45911.0,1,37.6,30,6.0,-0.196
59366.0,1,45.5,30,9.0,-0.072
28916.0,1,38.9,19,11.0,-0.037
51226.0,0,36.4,27,12.0,0.728
42185.0,0,29.3,29,7.0,0.052
41484.0,1,38.7,31,13.0,0.733
43226.0,0,45.4,34,5.0,-0.081
33903.0,1,26.6,20,8.0,0.079
2107.0,0,38.9,23,0.0,-1.998
52847.0,0,40.3,18,13.0,0.916
44912.0,0,30.8,21,10.0,0.346
55535.0,0,32.1,32,12.0,0.998
12014.0,0,40.3,22,0.0,-2.896
64125.0,1,26.7,24,19.0,2.088
58377.0,0,41.5,26,4.0,-0.14
60689.0,1,29.0,30,15.0,1.108
49007.0,1,48.6,33,4.0,-1.04
43021.0,0,61.4,28,13.0,0.613
23592.0,0,29.4,21,1.0,-1.053
44407.0,0,43.3,28,3.0,-0.624
69266.0,1,30.7,31,21.0,1.914
36088.0,0,48.4,27,8.0,-0.191
29602.0,0,25.3,18,10.0,0.217
61827.0,0,42.8,24,17.0,0.87
54052.0,0,29.3,21,11.0,0.496
50241.0,1,35.9,19,8.0,0.15
45466.0,0,27.7,33,9.0,0.365
69370.0,1,46.2,26,19.0,2.403
43629.0,0,29.6,30,9.0,-0.058
40719.0,1,43.5,25,9.0,0.201
53679.0,1,34.6,23,15.0,1.051
71985.0,1,36.9,29,18.0,1.106
45059.0,0,39.5,27,14.0,1.187
57942.0,0,30.4,30,7.0,0.639
46353.0,1,40.1,24,2.0,-1.143
76027.0,1,53.3,23,18.0,1.633
32862.0,0,30.2,23,0.0,-1.146
49281.0,1,49.7,23,11.0,0.303
33029.0,0,53.0,25,5.0,-0.754
23821.0,0,29.8,19,6.0,-0.064
48059.0,0,23.4,30,9.0,0.329
49491.0,1,41.0,27,13.0,0.321
46058.0,1,32.5,22,9.0,0.422
70807.0,1,56.7,29,18.0,1.614
52194.0,0,38.3,31,5.0,0.454
35982.0,0,30.0,26,4.0,-0.244
67553.0,0,26.5,24,14.0,0.964
70353.0,1,48.9,28,18.0,1.189
38582.0,0,32.3,35,0.0,-1.228
51408.0,0,38.4,25,12.0,0.597
62138.0,1,47.6,26,11.0,0.701
33937.0,0,33.2,27,8.0,-0.298
70770.0,1,37.5,30,14.0,1.376
43939.0,1,37.8,22,8.0,-0.15
39156.0,0,44.8,24,7.0,0.126
46627.0,1,43.9,25,7.0,-0.173
41920.0,0,35.8,22,8.0,0.016
50125.0,0,38.6,23,1.0,-1.096
32845.0,0,34.3,36,0.0,-1.44
76955.0,1,23.2,22,18.0,1.595
44473.0,0,40.6,26,3.0,-0.847
36844.0,0,56.9,28,1.0,-0.991
14084.0,0,29.2,24,0.0,-2.153
21451.0,0,30.3,21,5.0,-0.639
22049.0,0,29.3,31,0.0,-1.323
73693.0,1,45.2,23,17.0,1.642
53173.0,0,42.5,14,12.0,1.01
39111.0,0,36.4,23,4.0,-0.688
56810.0,1,28.8,22,20.0,2.252
60348.0,0,38.9,24,15.0,0.982
48327.0,0,22.4,29,7.0,-0.325
816.0,0,39.4,24,0.0,-2.499
77971.0,1,46.7,16,22.0,2.291
38597.0,0,25.5,32,1.0,-1.39
35597.0,0,22.7,21,0.0,-1.645
58412.0,1,53.8,24,13.0,1.023
79199.0,0,31.9,23,20.0,2.44
78354.0,1,49.4,28,18.0,1.384
54947.0,0,36.5,26,13.0,0.564
64975.0,1,36.4,24,11.0,0.595
57012.0,1,42.4,17,15.0,0.853
55336.0,0,29.2,22,7.0,0.759
45000.0,0,39.3,32,12.0,0.281
45761.0,0,34.2,32,8.0,0.104
48538.0,1,24.8,24,8.0,-0.063
31686.0,0,41.4,29,3.0,-0.754
38448.0,0,35.4,20,9.0,-0.281
30336.0,0,36.4,24,0.0,-1.693
57025.0,0,25.9,18,10.0,-0.098
23328.0,1,53.9,31,3.0,-0.989
53085.0,1,46.8,31,3.0,-1.104
48126.0,1,47.6,18,8.0,0.18
71565.0,1,34.9,23,14.0,1.392
67515.0,1,20.7,34,15.0,0.918
40399.0,0,57.5,19,0.0,-1.571
25609.0,0,37.4,17,5.0,-0.99
55164.0,1,30.5,19,13.0,0.941
31807.0,0,42.2,17,1.0,-0.982
41396.0,0,49.7,26,9.0,-0.225
62516.0,0,37.8,27,15.0,0.55
33083.0,0,50.8,17,2.0,-0.968
35541.0,0,48.8,28,7.0,0.105
21713.0,0,27.2,22,2.0,-1.334
24146.0,0,31.3,25,4.0,-0.601
47447.0,0,47.6,20,11.0,0.32
27796.0,0,10.9,28,0.0,-1.593
48226.0,1,36.5,27,14.0,0.44
39394.0,0,23.7,25,6.0,-0.02
47717.0,0,33.2,20,12.0,0.552
49365.0,0,35.0,30,8.0,0.224
64961.0,0,34.4,25,16.0,1.364
51732.0,0,32.5,23,8.0,0.125
60046.0,1,27.0,29,7.0,-0.429
53493.0,1,60.9,23,11.0,0.122
60407.0,0,56.7,26,12.0,0.543
35343.0,1,26.4,31,8.0,0.049
44427.0,0,53.8,23,9.0,0.041
33414.0,0,34.0,23,6.0,-0.702
29100.0,0,39.3,25,6.0,-0.663
24586.0,0,37.4,29,0.0,-1.403
63745.0,0,31.4,23,18.0,1.75
28712.0,0,47.8,31,0.0,-1.244
59489.0,1,39.3,19,5.0,-0.693
43362.0,1,33.2,28,4.0,-0.718
73190.0,1,25.0,27,15.0,0.895
51061.0,0,29.1,20,4.0,-0.295
54597.0,1,21.6,21,16.0,1.248
37037.0,0,38.1,24,6.0,-0.673
43474.0,0,26.0,27,7.0,0.279
33283.0,0,35.3,25,8.0,-0.835
68185.0,1,51.7,26,23.0,2.145
29215.0,0,50.0,26,1.0,-1.188
50346.0,0,37.7,19,8.0,0.31
57340.0,1,37.1,21,11.0,0.634
56213.0,0,56.8,32,11.0,0.414
43880.0,0,43.2,29,8.0,-0.185
50436.0,0,34.7,28,10.0,-0.13
45930.0,1,23.7,33,7.0,0.044
56959.0,1,41.9,20,8.0,-0.147
41830.0,0,46.3,19,11.0,0.964
78633.0,1,31.7,24,20.0,2.211
41854.0,0,40.9,21,5.0,-0.557
23620.0,0,34.4,30,1.0,-1.37
44023.0,1,36.2,26,6.0,-0.088
78143.0,1,13.1,21,23.0,2.58
41951.0,0,35.8,23,6.0,-0.804
50928.0,0,47.7,19,20.0,1.639
68811.0,0,31.7,23,18.0,1.678
34775.0,0,38.5,25,0.0,-0.554
59096.0,0,30.4,22,16.0,0.569
52767.0,1,41.6,22,18.0,1.628
63288.0,1,35.8,28,5.0,-0.379
35659.0,0,28.6,33,6.0,-0.204
51258.0,0,51.3,24,5.0,-0.582
33063.0,0,47.3,22,3.0,-1.015
33352.0,1,32.0,28,6.0,-0.649
34780.0,0,43.0,33,0.0,-1.224
57248.0,1,43.4,24,8.0,0.034
23302.0,0,44.4,20,7.0,-0.77
50277.0,0,21.1,22,10.0,0.234
30342.0,1,48.1,23,0.0,-1.556
54132.0,0,32.3,32,8.0,0.331
54353.0,0,34.4,24,14.0,0.834
20657.0,0,64.4,26,0.0,-1.994
39237.0,0,41.0,16,12.0,0.374
64134.0,0,34.1,23,15.0,1.228
31715.0,0,15.9,21,1.0,-1.21
75654.0,1,51.9,26,21.0,1.673
49831.0,0,24.5,17,13.0,0.419
40992.0,0,28.0,17,2.0,-0.705
58082.0,1,34.7,25,3.0,-0.056
40413.0,1,52.2,18,12.0,0.558
31538.0,1,45.7,26,10.0,0.076
64972.0,0,36.4,25,9.0,0.539
26086.0,1,41.1,22,2.0,-0.921
39442.0,1,32.0,20,8.0,0.169
27344.0,0,39.4,32,0.0,-1.414
31744.0,1,38.7,16,6.0,-0.111
31554.0,0,47.7,20,5.0,-0.904
30240.0,0,47.7,26,4.0,-0.736
60707.0,1,42.9,20,14.0,1.236
62191.0,1,34.4,22,16.0,1.091
54474.0,1,45.4,29,9.0,0.609
27402.0,0,37.1,19,4.0,-1.092
40244.0,0,27.2,18,8.0,-0.316
69707.0,1,34.0,22,18.0,1.213
58251.0,0,38.8,18,9.0,0.142
75249.0,1,47.1,24,21.0,2.319
67044.0,1,36.2,25,11.0,0.393
55104.0,1,25.9,23,9.0,0.192
33120.0,1,38.6,18,5.0,-0.309
37883.0,0,39.1,31,8.0,0.134
37231.0,0,39.9,17,6.0,-0.152
66634.0,0,47.2,26,10.0,0.708
53398.0,0,48.2,22,15.0,0.957
17338.0,0,32.1,14,3.0,-0.786
27070.0,0,31.8,29,0.0,-1.331
3761.0,0,27.6,16,0.0,-1.836
45904.0,1,45.0,21,9.0,0.508
28237.0,0,52.5,20,5.0,-1.103
20290.0,0,34.8,27,0.0,-2.153
57094.0,0,35.6,23,12.0,0.389
86469.0,1,52.7,29,23.0,2.493
37651.0,0,43.1,32,2.0,-0.006
52743.0,0,42.4,25,17.0,0.838
44007.0,0,26.1,21,10.0,0.082
46134.0,1,44.8,27,6.0,-0.099
51081.0,0,28.7,18,13.0,0.919
24834.0,0,26.7,19,4.0,-0.29
37467.0,0,34.5,20,13.0,0.267
45758.0,0,32.1,30,8.0,0.322
