purchase,coupon,loyalty,age,months
11089.0,0,-1.784,45.4,18
47143.0,0,1.289,29.9,22
50647.0,0,-0.136,26.0,19
34392.0,0,-0.697,39.1,26
48174.0,0,-0.101,27.3,29
-827.0,0,-2.609,22.7,32
28831.0,1,-1.777,53.2,24
60871.0,0,0.884,38.9,33
52240.0,0,0.344,42.4,21
61738.0,0,0.098,36.3,33
29902.0,0,-1.054,48.3,30
59280.0,1,0.535,48.4,31
65150.0,1,1.726,37.2,16
13916.0,0,-1.277,34.4,18
49981.0,0,-0.038,34.7,30
30949.0,0,-0.488,47.7,21
41704.0,0,0.308,40.1,27
34453.0,0,-0.039,26.9,22
42063.0,0,-0.201,52.0,24
33916.0,0,-0.936,39.0,31
57576.0,0,-0.07,43.7,26
31999.0,0,-0.668,52.9,24
53399.0,1,-0.2,43.8,31
54265.0,1,-0.118,46.9,24
51727.0,0,0.6,37.9,21
38627.0,1,-0.636,44.7,19
50652.0,1,-0.377,47.7,15
64153.0,1,1.018,42.7,28
39515.0,1,-0.272,37.9,27
40726.0,0,-0.316,37.0,36
49175.0,0,0.81,36.0,25
60997.0,1,0.219,41.2,29
43796.0,1,0.037,33.9,29
34858.0,0,0.166,44.2,30
29442.0,1,-1.293,34.2,20
54890.0,0,0.408,48.6,25
71604.0,1,1.274,39.9,20
47340.0,0,0.53,32.3,22
24050.0,0,-1.606,42.9,28
40312.0,1,0.235,27.9,32
33852.0,0,-0.953,68.3,25
51064.0,1,-0.273,31.8,32
47467.0,1,0.084,37.3,28
30933.0,0,-1.237,52.6,23
60160.0,1,1.292,33.1,19
45874.0,0,-0.112,29.5,24
63126.0,1,0.75,29.0,27
55124.0,1,0.593,49.8,23
71165.0,1,1.303,27.4,28
63475.0,1,1.152,55.3,18
22877.0,0,-1.513,44.7,25
43548.0,1,0.005,37.3,15
36884.0,0,-2.172,49.8,21
45265.0,1,-0.484,38.5,20
47626.0,1,0.678,35.8,16
46328.0,1,0.878,26.1,24
61888.0,0,1.254,24.3,17
40277.0,0,-0.412,40.9,24
35288.0,0,0.286,18.5,23
54011.0,1,0.064,23.0,19
54800.0,0,1.234,23.2,25
68449.0,1,1.555,37.7,18
28505.0,0,-0.392,24.5,27
99492.0,1,3.752,36.3,25
54887.0,0,-0.036,63.0,24
50698.0,0,-0.399,38.3,25
72853.0,1,0.568,55.3,25
64250.0,1,0.727,39.4,19
56028.0,0,0.516,27.0,32
54097.0,0,-0.68,32.3,30
60190.0,1,1.444,31.3,23
50112.0,0,0.026,42.1,22
68946.0,1,1.51,44.5,19
70837.0,1,1.367,39.4,28
28284.0,0,-1.299,33.7,15
32637.0,0,-1.004,29.9,27
31461.0,0,-1.024,33.5,22
50411.0,1,0.227,28.8,27
45251.0,0,0.032,29.7,21
51636.0,1,0.248,62.1,19
29666.0,0,-0.833,46.4,23
49744.0,0,0.407,27.2,21
56100.0,0,1.385,37.7,29
36937.0,1,-1.354,40.8,18
46336.0,0,-0.214,37.1,20
45805.0,0,0.231,30.7,29
44420.0,0,-0.147,41.0,28
43004.0,0,-0.214,38.7,29
63530.0,1,1.752,42.2,20
67687.0,1,1.267,48.5,30
34772.0,0,0.833,32.0,24
43446.0,0,-0.777,39.3,33
65731.0,1,2.226,32.7,35
52407.0,0,0.346,28.9,29
35813.0,0,-0.593,32.1,14
34500.0,0,-0.352,39.5,26
54122.0,0,-0.504,31.8,19
56647.0,1,2.107,27.9,28
45430.0,0,0.191,30.2,23
33112.0,0,0.049,38.9,22
4333.0,0,-2.167,51.5,22
43035.0,0,0.724,50.2,24
28943.0,0,-1.071,21.9,19
15971.0,1,-1.143,34.5,19
47369.0,0,0.6,43.3,28
33765.0,1,-0.876,33.4,27
50431.0,0,0.823,36.1,18
55013.0,0,1.109,28.3,25
28291.0,0,-1.802,39.1,25
56053.0,1,-0.149,36.3,24
30113.0,0,-1.587,29.1,18
58138.0,0,-0.075,42.8,21
56447.0,1,0.899,47.8,24
33417.0,0,-1.377,42.4,30
61611.0,0,1.789,26.3,22
43048.0,0,-0.325,40.3,18
25609.0,0,-1.198,45.4,25
58946.0,1,-0.139,48.7,26
45199.0,0,0.777,49.5,33
18382.0,0,-1.393,47.0,24
42363.0,1,-0.014,35.9,25
23240.0,0,-1.39,42.8,21
80776.0,1,1.188,44.6,20
53006.0,1,0.138,38.8,25
43784.0,0,-0.443,41.0,22
51149.0,0,1.017,27.6,19
37708.0,0,-1.307,40.7,29
19276.0,0,-0.412,33.4,19
70933.0,0,1.828,36.3,20
47353.0,0,-0.143,54.6,21
66592.0,1,1.338,39.9,31
57163.0,1,0.176,40.8,24
26728.0,0,-0.72,31.5,25
39861.0,1,-0.266,23.1,20
53711.0,0,0.057,25.8,34
34476.0,0,-0.43,34.4,21
30765.0,0,-0.845,35.5,21
45206.0,0,-0.802,20.0,34
33537.0,0,-1.504,31.1,28
51934.0,0,0.089,37.7,22
35682.0,1,0.372,29.7,25
62210.0,0,0.727,34.0,21
23612.0,0,-1.828,38.8,27
58429.0,1,0.784,49.7,31
47040.0,0,-0.039,41.0,17
41241.0,0,-1.451,52.7,19
48048.0,1,0.076,24.1,33
50167.0,1,0.793,50.4,29
53337.0,0,0.5,36.0,36
51326.0,1,0.703,47.5,21
67767.0,1,0.923,57.3,26
49719.0,1,0.874,47.1,22
37084.0,0,-0.057,41.9,23
17837.0,0,-2.104,53.5,28
30814.0,0,-0.781,33.0,31
56118.0,0,0.335,48.0,28
37740.0,1,-0.491,41.6,25
51536.0,1,0.664,41.6,26
53611.0,0,0.777,31.9,25
32583.0,0,0.027,41.1,24
69264.0,1,1.859,41.4,24
32178.0,0,-0.996,37.6,22
59304.0,1,0.911,41.1,17
32672.0,0,-0.493,24.2,25
33318.0,0,-0.8,47.1,25
52656.0,0,0.569,35.4,27
33295.0,0,-0.636,40.3,30
66865.0,1,0.839,31.6,22
21532.0,0,-1.186,34.4,17
45816.0,0,0.016,31.5,19
52254.0,0,-0.863,50.2,16
35990.0,0,-0.254,29.7,20
47830.0,0,-0.391,30.5,23
34710.0,0,-1.148,36.1,26
64452.0,1,0.636,25.9,29
42744.0,1,-1.264,27.8,13
29645.0,0,-0.999,39.9,22
63490.0,1,0.873,40.7,19
65744.0,1,0.955,45.2,18
49767.0,0,0.649,42.2,22
58232.0,0,0.322,29.3,22
64191.0,1,2.26,27.6,16
39273.0,1,-1.227,48.0,29
27760.0,0,-0.761,16.3,29
34399.0,0,-1.011,39.3,29
59890.0,1,0.881,44.5,22
55935.0,1,0.271,49.3,30
75218.0,1,1.094,51.2,27
46493.0,1,0.956,48.4,24
31152.0,0,-0.242,56.6,26
34899.0,0,-0.835,20.0,25
50058.0,0,-1.008,34.9,29
82235.0,1,2.196,41.2,21
56945.0,1,0.952,15.5,31
50944.0,0,0.578,30.3,27
39148.0,0,-0.354,49.4,28
38441.0,1,-0.213,31.3,24
43964.0,0,-0.359,47.7,29
34173.0,0,-0.339,44.1,28
16062.0,1,-2.418,49.6,24
47917.0,0,-0.076,46.0,24
52099.0,0,-0.397,43.2,28
45544.0,1,0.275,44.6,24
52020.0,0,0.195,29.3,29
67185.0,1,0.839,54.5,21
45294.0,1,-0.028,35.7,28
54005.0,0,0.782,30.0,21
15980.0,0,-2.575,42.5,21
24279.0,0,-1.116,24.3,20
79402.0,1,1.711,58.5,26
37264.0,0,-1.234,61.5,23
51332.0,0,-0.293,49.8,30
54581.0,0,0.693,29.0,29
42168.0,0,-0.897,42.7,26
46075.0,0,0.708,41.0,24
29083.0,0,-1.442,33.1,28
14862.0,0,-1.928,35.4,23
23176.0,0,-1.343,42.8,29
23322.0,0,-1.668,33.4,34
38551.0,1,-0.032,38.1,32
46790.0,1,-0.332,38.9,15
61422.0,1,0.314,26.0,37
38820.0,0,-1.05,35.3,22
68340.0,0,2.529,34.4,20
50740.0,0,-0.11,54.7,25
36587.0,0,-0.06,40.0,25
50213.0,0,0.442,42.8,20
43823.0,0,-0.258,41.1,28
44997.0,0,-0.646,38.7,29
46185.0,0,0.072,39.6,30
51085.0,1,0.905,37.7,20
68423.0,0,0.652,18.0,24
66936.0,1,0.928,39.1,24
41007.0,1,-0.578,32.6,31
36810.0,0,-0.788,35.8,13
57269.0,1,1.991,29.3,21
43945.0,1,-0.252,29.7,25
55001.0,1,0.466,38.8,18
53558.0,1,0.726,34.2,14
42357.0,0,1.409,39.3,25
32993.0,0,-1.363,41.0,15
30626.0,1,-0.492,38.7,24
46918.0,0,-0.445,39.9,22
43234.0,0,-0.313,32.9,27
15000.0,0,-2.424,36.6,18
54676.0,1,-0.108,45.0,26
22059.0,0,-2.905,37.0,33
57363.0,0,0.287,44.6,20
35991.0,0,0.527,39.4,20
43170.0,0,0.587,48.8,23
25798.0,0,-1.215,29.2,26
46538.0,0,0.945,41.5,28
35410.0,0,-0.874,47.1,23
29788.0,0,-1.237,31.2,15
44322.0,0,-0.99,40.2,20
39211.0,0,-0.857,42.2,25
55068.0,1,0.164,37.5,22
63638.0,1,0.816,47.9,27
8876.0,0,-2.11,42.2,15
43680.0,1,-0.549,36.4,21
49674.0,1,0.894,47.0,30
49057.0,1,0.196,42.4,24
64036.0,0,0.502,66.5,21
19546.0,0,-1.505,23.2,25
49557.0,1,0.949,40.3,21
33210.0,0,-1.569,38.2,27
36317.0,0,0.19,38.6,22
60276.0,1,1.361,18.8,22
62912.0,0,1.879,39.4,23
33973.0,0,0.512,32.9,26
57529.0,1,0.881,45.5,30
47270.0,0,-0.606,27.6,23
31219.0,0,-0.481,55.2,33
61738.0,0,1.169,37.9,18
34865.0,0,0.002,33.4,16
35236.0,0,-0.127,41.3,18
37742.0,0,-1.411,23.9,23
60391.0,0,0.151,27.9,21
55317.0,1,0.646,43.9,28
27342.0,0,-0.794,35.0,21
37129.0,0,-0.507,38.8,21
63643.0,1,1.58,15.7,25
55582.0,0,0.178,24.4,21
35485.0,0,-0.289,21.0,26
46447.0,0,-1.137,54.0,15
36967.0,0,-0.62,36.1,30
43099.0,1,-0.25,50.3,20
50669.0,0,1.369,34.9,35
41442.0,0,-0.61,47.8,26
68308.0,0,1.794,32.1,24
28587.0,1,-0.929,32.8,19
41669.0,1,-0.358,36.0,18
50700.0,0,0.844,38.2,20
36030.0,0,-0.24,17.5,31
36134.0,0,-0.83,37.1,23
46273.0,1,-0.132,27.8,16
35088.0,0,0.449,30.4,26
32364.0,0,-1.716,34.3,18
48980.0,0,-0.249,33.2,19
42378.0,0,-0.109,36.4,29
46615.0,0,-0.404,47.7,23
57131.0,1,0.735,48.1,32
51104.0,1,-0.569,54.4,20
35887.0,0,-0.365,30.7,26
45518.0,1,0.038,36.1,22
61103.0,0,0.729,34.3,16
46877.0,0,-0.221,32.9,22
52375.0,0,1.517,43.4,35
28195.0,0,-0.908,44.8,15
76306.0,1,1.287,36.5,23
21964.0,1,-0.858,39.1,23
40546.0,0,-0.163,49.9,26
55045.0,0,0.364,36.4,22
78959.0,0,2.055,48.7,23
62085.0,1,0.896,38.0,26
38696.0,1,-0.406,42.6,25
51351.0,0,1.299,56.3,34
38736.0,0,-0.214,32.8,25
33453.0,1,-0.791,41.8,17
48237.0,0,0.449,50.6,21
41303.0,0,0.094,39.7,21
61039.0,0,0.954,51.5,27
32679.0,1,-0.55,63.6,26
45361.0,0,0.382,52.6,22
54069.0,1,0.635,38.0,27
50191.0,0,0.278,30.8,19
55770.0,1,-0.029,40.8,17
35373.0,0,-0.698,33.3,27
59605.0,0,0.904,31.2,27
35820.0,0,0.137,46.0,22
71419.0,1,0.496,45.3,15
35595.0,1,-0.351,22.6,20
51592.0,0,0.013,33.7,24
35936.0,0,-1.037,28.7,23
48161.0,0,0.086,45.3,32
52283.0,1,0.765,42.6,22
51901.0,0,0.093,48.1,23
53602.0,1,0.859,38.6,18
46878.0,0,0.313,44.0,22
61738.0,1,1.364,45.8,24
42739.0,0,-0.19,38.4,25
29006.0,0,-1.639,47.6,21
46606.0,0,0.432,21.1,21
44202.0,0,-0.165,48.8,21
37276.0,0,-0.974,25.6,24
55606.0,1,0.651,35.2,29
62854.0,1,0.264,41.1,18
45213.0,0,0.445,40.0,28
40737.0,0,-0.332,25.1,21
42975.0,1,0.197,39.0,27
53109.0,1,0.254,16.9,19
65049.0,1,1.775,36.1,38
34433.0,1,-0.684,33.7,30
51153.0,0,-0.01,53.1,14
42814.0,0,0.364,35.3,18
21983.0,1,-1.725,30.9,18
23254.0,0,-1.603,31.2,25
67372.0,1,2.166,29.8,23
18518.0,0,-1.767,38.0,37
67021.0,1,0.575,40.2,22
25314.0,1,-0.848,54.0,31
20211.0,0,-0.763,25.4,19
18984.0,0,-1.983,43.8,18
44299.0,0,-0.901,24.2,30
67221.0,0,0.784,35.1,20
14678.0,0,-1.389,49.1,25
71364.0,0,0.595,50.0,28
50942.0,0,0.313,46.4,22
56418.0,1,2.018,32.5,23
38713.0,0,-0.475,47.5,27
58644.0,1,1.263,53.0,33
43072.0,0,0.889,24.5,20
39671.0,0,-0.287,32.7,25
30903.0,0,-1.663,39.0,17
73200.0,1,1.509,40.6,27
33885.0,0,-1.364,41.3,23
35669.0,1,-0.473,36.2,26
54571.0,1,0.883,31.7,22
71361.0,1,1.116,43.4,23
26317.0,0,-0.845,31.0,29
40210.0,1,-0.032,36.6,21
31482.0,0,-0.259,42.9,24
60477.0,1,1.182,42.7,24
72780.0,1,2.505,46.9,17
22329.0,0,-1.83,47.4,25
70593.0,1,0.916,45.2,28
6460.0,1,-2.858,53.3,22
34977.0,0,0.014,25.3,23
30907.0,0,-1.109,40.5,30
74711.0,1,1.992,40.5,26
47165.0,0,0.166,36.3,25
53206.0,0,-0.737,38.5,34
36752.0,0,-0.499,42.2,28
36560.0,0,-0.575,35.2,23
53976.0,0,0.188,58.6,23
42125.0,0,-0.158,58.3,34
45575.0,0,0.656,34.0,24
67806.0,1,1.54,48.9,23
65481.0,1,0.701,47.0,33
28345.0,0,-1.226,41.1,36
22121.0,0,-1.624,36.9,29
42395.0,1,-0.755,43.8,22
54772.0,0,1.053,40.3,23
34800.0,0,-0.335,33.5,27
35821.0,0,-0.668,47.5,24
47813.0,1,0.138,40.5,38
39239.0,1,-1.416,49.8,24
29901.0,0,-1.139,26.0,16
67292.0,1,0.51,31.1,27
40988.0,1,-0.303,8.1,18
36394.0,0,-0.453,34.6,24
59906.0,0,0.318,27.4,31
31037.0,0,-0.585,44.3,23
36608.0,0,-0.686,48.5,21
56094.0,1,-0.46,39.5,25
60981.0,0,0.603,47.4,19
42023.0,0,0.06,31.6,21
40889.0,0,-1.195,26.3,26
46576.0,0,-0.303,52.0,30
49842.0,1,0.648,48.3,40
65042.0,0,1.871,45.7,26
37595.0,0,-1.142,35.2,28
57208.0,1,0.339,48.5,20
49413.0,1,-0.259,44.5,26
59283.0,0,0.826,64.3,10
51477.0,0,0.45,12.3,35
64114.0,1,1.472,26.5,19
60579.0,0,0.519,46.9,18
40716.0,0,-0.545,45.8,26
54768.0,0,-0.539,41.7,32
55541.0,1,0.406,36.7,28
39287.0,0,0.395,32.0,24
77392.0,1,2.398,54.6,26
69211.0,0,1.676,49.7,23
27463.0,0,-1.174,41.8,35
37948.0,0,0.35,42.6,22
16007.0,0,-1.331,55.2,26
25987.0,0,-1.656,28.6,20
45371.0,1,0.744,27.1,19
58403.0,1,0.552,37.3,21
20673.0,0,-1.039,28.3,28
74143.0,0,1.644,47.1,22
38791.0,1,-0.978,45.5,22
37818.0,0,-1.168,45.6,34
48238.0,0,0.653,36.2,19
38987.0,1,0.221,32.6,23
35410.0,0,-0.161,42.6,24
49887.0,1,-0.067,17.8,19
41129.0,0,0.224,23.2,19
32707.0,1,-0.14,28.3,28
29306.0,0,-0.173,24.6,18
12031.0,0,-1.896,38.4,23
28757.0,0,-1.342,26.9,22
54135.0,0,0.611,44.8,29
44408.0,0,-0.704,37.2,28
63844.0,1,0.545,21.9,21
51172.0,1,1.235,13.8,21
43901.0,1,-0.355,56.5,26
42924.0,1,0.283,41.1,18
75747.0,1,2.076,42.3,22
62696.0,0,0.695,33.1,34
56446.0,1,1.842,28.4,21
68854.0,0,1.533,51.2,27
58384.0,1,0.753,26.3,22
45574.0,0,-0.112,33.8,28
33288.0,0,-0.842,37.9,20
28574.0,1,-1.112,29.2,23
55836.0,0,0.486,32.5,25
57974.0,1,0.468,32.6,22
50317.0,1,-0.175,33.0,27
55385.0,1,0.848,53.2,13
44111.0,0,-0.605,38.4,27
67394.0,1,1.11,47.7,30
47421.0,0,0.04,29.2,21
53601.0,0,-0.036,32.4,29
35562.0,0,-0.0,31.6,22
42756.0,0,-0.099,22.2,22
82753.0,1,2.488,37.9,24
11494.0,0,-1.612,23.7,23
61167.0,1,0.177,26.2,25
56747.0,0,1.244,37.8,23
56592.0,0,0.718,40.7,31
38358.0,1,-0.302,29.9,27
80093.0,1,1.74,39.3,29
25699.0,0,-1.068,49.7,19
28596.0,0,-1.306,52.2,27
47564.0,1,0.568,46.9,34
38515.0,0,-1.454,34.8,26
10117.0,0,-2.378,50.5,20
59844.0,1,0.883,35.1,23
51337.0,1,0.761,34.9,25
48252.0,1,0.732,47.5,23
21410.0,0,-0.487,41.6,35
46631.0,1,0.183,42.9,27
19105.0,0,-0.965,29.7,17
60202.0,1,1.734,35.3,31
51911.0,0,0.791,41.1,18
58422.0,1,0.742,43.2,18
27889.0,0,-1.95,43.5,19
47438.0,0,0.807,20.3,24
67166.0,1,1.494,60.3,22
79652.0,0,1.216,46.0,24
52720.0,1,0.789,29.9,31
69842.0,1,-0.001,49.8,19
39684.0,0,-0.342,36.8,23
50133.0,0,0.602,34.3,23
70296.0,1,0.383,54.5,29
40678.0,0,0.236,27.1,21
36402.0,0,-0.309,28.1,29
67825.0,1,1.681,29.5,22
34862.0,1,-1.168,32.4,25
43675.0,0,-0.023,70.5,25
25439.0,1,-0.58,33.7,30
56183.0,0,1.032,28.2,22
50446.0,0,1.43,39.9,17
58299.0,1,1.244,45.7,24
58228.0,1,0.755,50.8,25
34202.0,0,-1.403,29.7,17
69956.0,1,2.081,57.8,20
45760.0,1,0.517,40.1,18
42377.0,0,-0.108,29.7,25
52932.0,1,0.022,30.6,13
46223.0,0,-0.34,43.1,30
45879.0,0,0.424,38.5,19
47034.0,0,0.31,34.1,32
34146.0,1,-0.36,39.9,20
16044.0,0,-2.57,61.7,23
52486.0,1,-0.035,52.8,24
53549.0,1,0.477,33.4,29
42734.0,1,0.526,31.3,23
40004.0,0,-0.153,48.3,26
58250.0,1,0.453,27.7,23
56602.0,1,1.028,19.9,18
33761.0,0,-0.47,28.6,27
78575.0,1,1.466,25.0,30
22767.0,0,-1.955,23.3,23
25875.0,0,-1.261,35.7,31
47119.0,0,-0.905,30.1,22
19906.0,0,-2.444,34.6,25
35999.0,0,-1.0,41.6,28
70905.0,1,1.248,32.7,25
73430.0,0,1.242,23.4,30
46678.0,0,0.097,28.6,18
67291.0,1,1.721,46.4,22
47552.0,1,0.239,27.1,21
42831.0,0,-0.498,26.6,27
43624.0,1,0.242,42.1,14
49339.0,0,-0.137,28.6,29
33779.0,0,0.736,28.5,19
17592.0,0,-1.503,40.4,33
52849.0,0,0.999,36.6,26
28179.0,1,-0.46,32.4,25
57894.0,1,0.855,33.8,27
29622.0,1,-1.541,48.7,17
27894.0,0,-0.419,41.3,20
36648.0,0,0.078,31.0,30
56894.0,0,0.901,33.7,33
34607.0,0,-1.218,53.9,11
61398.0,1,1.667,35.8,17
49649.0,0,0.483,41.5,21
38728.0,0,-0.526,41.1,29
45152.0,1,1.217,33.0,24
45514.0,0,0.103,39.8,27
48508.0,1,1.158,28.6,17
84237.0,1,2.323,35.5,18
61889.0,1,0.769,49.7,26
31308.0,0,-0.527,36.5,24
38200.0,0,-0.426,53.5,24
56008.0,0,0.583,40.2,22
41142.0,1,0.288,43.4,27
43801.0,1,-0.833,39.5,23
30034.0,0,-0.668,29.4,31
44101.0,1,0.666,48.9,28
74681.0,1,2.347,52.4,15
33718.0,0,-2.63,41.3,27
55999.0,0,0.724,38.3,25
50313.0,1,-0.211,35.8,26
56439.0,0,0.779,43.3,24
61151.0,1,0.868,49.0,19
49076.0,1,0.053,47.3,21
31974.0,0,-1.016,40.9,26
31569.0,1,-1.397,38.5,22
14116.0,0,-1.874,39.7,24
61500.0,0,1.222,36.7,25
46814.0,1,-0.21,27.6,22
40837.0,1,-0.54,58.5,29
53350.0,1,-0.278,30.1,15
32974.0,0,-1.339,28.8,24
57399.0,0,0.305,52.5,24
51396.0,1,1.319,43.2,25
53938.0,1,1.138,43.7,24
21066.0,0,-1.566,32.9,19
69943.0,0,1.364,38.1,24
35617.0,0,-0.764,46.0,20
25794.0,0,-1.913,65.9,17
15763.0,0,-1.229,43.6,19
33165.0,0,-0.967,39.6,30
43464.0,0,-0.007,44.9,19
34160.0,0,-1.032,38.7,21
27972.0,0,-1.51,30.4,27
30288.0,0,-0.264,20.4,23
65751.0,1,1.924,43.2,16
36200.0,0,-0.702,23.6,16
64186.0,1,0.464,50.1,19
46877.0,1,0.08,32.8,23
70889.0,1,2.658,33.4,20
23766.0,0,-1.898,26.0,20
61935.0,0,1.095,27.2,20
29435.0,0,-1.281,31.2,17
39061.0,0,-0.592,40.8,11
39410.0,0,-0.097,32.8,24
88379.0,1,3.186,36.0,17
36094.0,0,-0.763,32.2,21
15632.0,0,-1.889,42.6,25
82143.0,1,1.297,41.4,28
44587.0,0,-0.839,42.2,34
38514.0,0,-0.243,27.3,35
48486.0,1,-0.024,29.6,26
43056.0,1,0.097,24.4,18
43628.0,1,-0.17,44.5,23
66882.0,0,0.268,11.1,21
73440.0,1,0.387,52.6,30
51220.0,0,0.854,34.4,24
38822.0,0,-0.427,30.9,22
42667.0,0,-0.749,39.2,25
34200.0,0,-1.064,34.7,21
62195.0,1,0.593,33.8,28
50637.0,0,-0.046,41.2,23
59523.0,1,0.553,43.3,23
45028.0,0,0.538,32.2,20
63545.0,1,1.686,53.4,17
50139.0,1,0.208,24.3,25
66250.0,1,0.752,46.0,19
35522.0,0,-1.203,40.0,30
33061.0,0,-1.08,27.2,26
34668.0,0,-0.312,46.1,24
45510.0,0,-1.217,50.6,25
52855.0,0,0.69,21.7,26
25752.0,0,-1.333,43.4,21
49015.0,1,0.068,36.5,17
22476.0,0,-2.458,39.8,24
32899.0,0,-1.105,20.8,33
47661.0,1,-0.339,43.6,19
43549.0,0,-0.259,49.2,31
27252.0,0,-1.792,40.3,21
51772.0,0,0.109,30.7,19
56942.0,1,0.975,34.1,23
58405.0,0,0.648,40.7,30
16463.0,0,-0.659,35.5,19
36420.0,1,-0.587,23.9,32
17533.0,0,-1.186,25.7,22
43061.0,0,0.63,22.6,28
67763.0,1,1.442,37.9,22
38041.0,1,-0.526,55.9,23
28168.0,0,-1.698,50.8,13
51974.0,0,0.2,35.2,24
58447.0,0,0.708,35.5,15
7771.0,0,-2.722,46.9,22
50433.0,1,0.138,44.3,26
67807.0,1,2.164,50.2,27
54685.0,0,0.821,42.0,22
55750.0,0,0.55,33.6,25
65005.0,0,0.402,43.5,19
61247.0,1,1.062,55.1,23
29317.0,0,-0.941,40.4,19
35496.0,0,-0.845,58.3,25
47048.0,0,0.408,28.9,31
38306.0,1,-0.685,34.6,24
41385.0,1,0.259,40.0,19
3968.0,0,-1.913,36.7,26
63650.0,1,0.758,46.9,24
52709.0,0,0.847,40.9,18
35479.0,0,0.044,44.3,17
61062.0,0,0.164,52.8,23
66338.0,0,1.621,25.9,25
37952.0,0,-1.083,34.9,26
46545.0,1,-0.913,57.7,23
29990.0,1,-1.094,34.4,21
29418.0,0,-0.425,27.1,29
33323.0,1,-1.011,29.3,26
46640.0,0,0.037,26.2,23
40120.0,0,-0.651,36.2,30
34979.0,0,-1.449,40.3,22
36997.0,0,-1.55,41.1,32
52770.0,1,1.212,45.3,19
42551.0,1,-0.069,36.2,18
36936.0,1,-0.227,45.8,20
49910.0,0,0.027,48.8,22
44376.0,0,-0.082,23.7,30
61050.0,1,0.756,27.8,16
49647.0,1,0.562,42.4,28
37854.0,0,-0.59,26.0,19
40516.0,0,-0.824,48.4,21
25631.0,0,-1.087,31.7,19
26392.0,0,-1.251,31.4,28
47783.0,0,1.402,39.1,25
25438.0,0,-0.917,60.9,20
29951.0,0,-2.019,26.4,30
36699.0,0,-0.843,37.2,21
22691.0,0,-0.788,30.2,26
49784.0,1,0.33,43.3,32
27236.0,1,-0.886,36.2,16
47213.0,1,0.535,37.0,24
37002.0,0,0.389,42.2,22
54438.0,0,1.267,35.3,20
64918.0,1,2.167,37.9,26
91006.0,1,2.849,42.8,24
66575.0,1,1.351,37.2,19
38291.0,1,-1.16,35.1,25
44851.0,0,-0.404,28.9,25
42881.0,1,0.248,41.8,27
83854.0,1,2.068,38.9,11
56214.0,0,0.677,36.2,16
53380.0,0,1.203,31.3,27
37831.0,0,-0.174,32.8,20
51775.0,0,0.59,27.9,24
52331.0,1,0.718,55.2,16
35616.0,1,-0.456,43.8,30
56995.0,0,0.777,57.7,30
68459.0,1,1.071,20.4,21
44792.0,0,-0.158,21.7,25
71954.0,0,1.018,40.5,22
54829.0,0,1.648,35.8,26
53597.0,0,0.066,33.0,17
33215.0,0,0.0,31.5,18
34145.0,0,-0.31,35.0,21
32098.0,0,-0.619,11.9,33
59730.0,0,0.156,62.0,25
35807.0,0,-0.412,34.3,23
46003.0,0,-0.312,35.6,21
25986.0,1,-0.773,47.1,17
38176.0,1,-1.536,36.0,27
41671.0,1,-0.937,41.0,22
56587.0,1,0.329,44.9,20
20688.0,0,-1.183,45.5,19
40429.0,0,-0.648,43.2,30
78034.0,1,1.642,48.9,28
66071.0,1,1.127,49.1,27
26392.0,0,-0.693,39.5,23
62600.0,0,0.603,43.8,18
52344.0,1,-0.65,33.2,25
54897.0,1,1.628,46.5,23
40089.0,0,-0.586,25.5,31
46871.0,0,0.082,24.6,29
53009.0,1,1.385,30.9,22
49459.0,0,-0.828,43.6,19
48689.0,0,1.305,32.8,26
31167.0,0,-0.817,35.4,29
58025.0,1,0.238,51.1,22
36981.0,0,-0.296,55.0,19
40704.0,1,-0.089,60.5,24
49813.0,1,0.16,49.9,20
39872.0,1,-0.074,45.6,21
33879.0,0,-1.017,44.2,23
53703.0,1,0.867,28.3,14
61919.0,1,0.721,40.6,34
52124.0,0,1.29,38.0,28
55589.0,0,1.385,49.6,23
40749.0,0,-1.344,44.5,24
47597.0,0,1.286,29.8,29
57106.0,1,1.298,36.1,26
52879.0,1,-0.532,44.5,29
59073.0,0,1.037,40.8,18
53834.0,1,1.468,32.9,21
27625.0,0,-0.539,47.5,26
33112.0,0,-1.379,20.2,28
42000.0,1,-0.36,44.5,18
91614.0,1,2.793,30.2,24
70684.0,0,0.236,24.0,17
24474.0,0,-1.214,35.2,28
47342.0,0,-0.253,49.8,22
56638.0,1,-0.994,22.8,34
39554.0,0,-0.399,36.6,19
55470.0,0,0.095,38.3,31
9301.0,0,-2.562,33.8,21
52011.0,0,0.36,34.1,17
67971.0,1,1.415,37.0,18
42746.0,1,-0.197,40.2,18
42412.0,0,-0.383,52.7,17
57346.0,1,1.094,10.9,21
29062.0,0,-1.267,40.6,19
30345.0,1,-1.246,47.0,29
29106.0,0,-1.391,20.7,20
34953.0,0,-0.157,44.4,21
66493.0,1,0.394,47.7,21
32655.0,0,-0.091,34.1,19
60632.0,0,0.55,40.6,31
59130.0,1,0.831,32.2,31
49800.0,0,0.497,25.7,18
30605.0,0,-0.809,32.6,22
36720.0,0,-0.268,31.2,33
56452.0,0,1.248,47.3,14
31375.0,0,-1.047,31.7,26
31517.0,0,-0.253,44.7,24
27428.0,0,-0.417,46.9,13
48395.0,1,-0.18,49.9,20
28265.0,0,-1.076,38.5,32
29156.0,0,-1.349,43.1,22
